job_id,title,description
140906257,deli clerk customer service,polite prompt knowledgeable|preparing order party tray|deli clerk high|ability comprehend follow procedure regulation food handling sanitation
140974158,roll off truck driver class b cdl 3 000 bonus,operate manual automatic control accordance safety policy procedure lift load refuse operate compactor dispose collected material designated facility|actively participate resop program|good management ensure assigned responsibility completed efficient safe manner|good follow ability adheres schedule follows challenge arise
140923731,field engineer 3,perform advanced troubleshooting repair assigned equipment|communicate hq zone area level initiative|effectively communicate partner teammate colleague|serve member account community key account|competitor information market trend|serve key member leader account community assigned account|exhibit boundary collaboration commercial sale team region zone support business growth|electrical engineering biomedical engineering mechanical engineering servicing electrical equipment military servicing electrical equipment high servicing electrical equipment|diagnosing repairing mechanical electromechanical electronic equipment|web microsoft suite product|willingness rotating schedule weekend critical issue coverage necessary|meet health human service environment health safety applicable regulatory|complete planned quality ehs compliance training defined deadline|identify report personal quality compliance concern immediately quality organization|ensure timely dispatch closure applicable|identify report unsafe workplace condition unsafe act ehs organization|participate continuous improvement activity identifying appropriately escalating process product quality gap providing solution possible|training multiple modality|operate efficiency sense urgency|willingness learn adapt changing environment|ability deliver result uncertain environment|quality specific goal
140886422,accs community connector,fully funded employer sponsored retirement plan contribution funded plan|voluntary life critical care insurance|referral annual cap|working adult psychiatric condition|preference given bilingual bicultural lived psychiatric condition|keywords accscc outreach worker social worker mental health psychology human service service service|late night shift weekend rotating
140946969,pharmacy informatics manager,oversees operation pharmacy informatics team multi task issue problem occur|authority support daily activity|authority undertake recommend following action hiring termination corrective action performance review|report indirect report|decision making ability decision significant broad implication management operation major department multiple department|independence action ability set goal priority functional area|recommendation department policy practice program|manager director provides broad guidance overall|team ability act team leader small project group creating collaborative respectful team environment improving workflow|result impact operation department
140911043,decommissioning and dismantlement assistant project manager,support project manager project execution managing internal deliverable supplier vendor deliverable meet geh commitment|participate ehs radiation protection schedule routine meeting point geh area|monitor execution schedule provide routine progress report|perform relevant assigned|ability pas fitness site security unescorted access nuclear plant site|knowledge nuclear tooling design engineering supplier|proven capability ability motivate achieve result|sigma black belt ge
140870380,diagnostic tech ii,evaluates radiograph image quality completeness|responds patient physical psychological|explains procedure clear concise manner causing unnecessary anxiety|proper hand hygiene patient|observes patient condition report change nurse physician|new hire provide bls|american heart association aha|recommendation solving problem moderate complexity importance|independence action ability follow precedent procedure|set priority organize general guideline|progress monitored supervisor manager|team ability collaboratively small team improve operation immediate group offering idea identifying issue respecting team member|department description diem
140975759,industrial electrician westfield ma,execute preventive corrective maintenance order assigned|cmms program properly document activity actual performed|prioritize schedule plan follow directed|assigned shop clean general mechanical maintenance general facility support|knowledge tool equipment material common electrical trade|verbal written communication|allen bradley plc hardware plc programming hmi graphic design|continued professional development
140928811,asbestos worker,ability perform inside area varying dimension involving squatting crawling possible extended period|project town travel|diversity scheduled non scheduled project physical demand environmental condition vary significantly depending project|outside round type weather|environment extreme nature like environmental condition heat cold hazardous chemical loud noise dangerous equipment long
140946982,evs associate public,continues shift report incomplete maintenance issue|delivers box sealing designated area delivers compactor area|department procedure preparation selection cleaning solution report low supply|report observed hazard immediate physical environment appropriate personnel|basic familiarity computer|ability navigate basic level web based|monitored supervisor manager|team leader delivers soiled mop cleaning cloth linen designated area|adheres infection control safety environmental transport department policy procedure|departmental training activity meeting
140906255,referral coordinator,function process referral appropriate method provided insurance|document update record ensure party accurate information|communicates patient ensure follow referral care|accurately chart information ehr emr|answer phone message responds routine patient physician client inquiry|maintains satisfactory productivity rate ensures timeliness claim reimbursement maintaining queue goal|ensures order processed department service level|working professional healthcare environment|excellent verbal written communication|intermediate computer literacy microsoft office word outlook excel|electronic medical record electronic practice management|ability independently team|ability prioritize execute variety task short period|bilingual english spanish english portuguese
140910749,specialist regulatory compliance,ensuring current revision hand properly supporting internal process procedure order maintain regulatory compliance|manages cleanroom program schedule oversees annual|directs ongoing cleanroom viable micro organism monitoring program|support supplier quality management program closely supplier improve quality regulatory compliance supplier pre review material compliance evaluation regulatory monitoring|provides regulatory review validation protocol procedural documentation document necessary|ensures organizational execution excellence building maintaining regulatory archive database|provides regulatory advice guidance management cross functional project team ensure regulatory met|extensive knowledge fda regulation cgmps iso iso|adaptability resourcefulness roll sleeve multi task order thrive small mid organizational environment|knowledge ability necessary perform competently|environmental working condition physical effort typical|typically office adequate lighting ventilation normal range temperature noise level
140847267,senior clinical research associate oncology home based east coast iqvia biotech,obtains regulatory documentation successful implementation monitoring evaluation clinical trial|prepares monitoring report letter timeline defined novella sop approved novella sponsor template report|review quality integrity clinical data house review electronic crf data site source verification|site resolve data query|conduct evaluation visit training cra ii sr cras|obtains regulatory documentation successful implementation monitoring evaluation clinical trial|prepares monitoring report letter timeline defined novella sop approved novella sponsor template report|review quality integrity clinical data house review electronic crf data site source verification|site resolve data query|conduct evaluation visit training cra ii sr cras|participate performance appraisal program providing timely accurate feedback performance perspective cra|review approve cra travel expense sheet|cm data cleaning report subject business object report|generate review report|oncology medical device|excellent presentation organizational interpersonal|ability handle priority multiple complex trial|ability reason independently recommend specific solution clinical setting|ability independently prioritize matrix team environment|knowledge electronic data capture basic data processing function|knowledge current gcp ich guideline applicable conduct clinical research|able qualify major credit card rent automobile|extensive telephone face face communication accurate perception speech|extensive keyboard repetitive motion finger|regular sitting extended period|prior clinical research organization cro|prior project team|working knowledge budget management|cra function responsibility|clinical research perform following task|technical ctm function responsibility
140979730,quality assurance micro technician,monitor track trend report production|perform gmp activity inspection follow deficiency correction|perform infinityqs function|develop maintain positive working relationship department facilitate team environment|directly maintenance personnel production personnel management problem solving ensure maximum production efficiency high quality product|read write speak comprehend english|able identify deficiency area responsibility implement recommend appropriate corrective action|completion higher science|ability lift pound|manual finger dexterity|ability shift satisfy business|ability visually identify material product defect|ability hear machine operation sound detect mechanical problem change speed routine running condition|ability team environment|operate fax machine|operate copier machine|order supply chemical|reason continues thrive having culture support reward behavior growth behavior way working help successful think bring life role coca cola
140970566,cx applications sales representative so cal,develop solution proposal encompassing aspect|participate development presentation sale value proposition|negotiate pricing contractual agreement close sale|leading contributor individually team member providing|non routine complex involving advanced technical business area specialization|successful sale track record|oracle knowledge knowledge oracle competitor|interaction level player|cx sale representative cal
140970841,blackstone power plant boilermaker foreman,reserve right modify revise description entirety accordance governing law
140919474,supplier quality engineer,communicate non conformance supplier manage completion report|quality manager develop quality control plan purchased|implement incoming inspection process support incoming inspection team|mechanical engineering relevant supplier quality role|supplier quality engineer|responsibility supplier quality engineer|supplier quality engineer
139871448,strategy data analyst,organize interdepartmental activity ensuring completion project product schedule budget|gather analyze information define product specification review design specification|review product documentation collateral|ensure successful product release based priority|relevant functional area|identify develop implement tool appropriate project tracking monitoring|support building dashboard report business key metric|closely member team measure impact new process project tool campaign|oracle analytics cloud|attention detail ability execute deadline|bias towards action team player problem solver|provides business practice process|develops communicates train organization business practice process|collect input verify correct analyze data measure key performance indicator actual versus business objective|provide update management performance informing deviation opportunity|provide management economic impact compliance issue surrounding key business decision deal|communicate oracle business practice organization monitor process approval compliance
140958506,penske s class a driver hiring event on 5 18 3k sign on bonus,home daily primarily|shift primarily route early dispatch|safe responsible operation assigned equipment|report vehicle defect traffic violation damage route|dmv mvr record fewer moving violation|regular predictable attendance function
140870383,unit coordinator,facilitates patient flow unit|serve point person resolution issue|maintains basic competency trouble shooting printer copier fax issue|ensures patient properly charged equipment supply outside purchase|coordinate special purchase patient care|ensures equipment unit adequately maintained|maintains equipment log|performs monitor activity jcaho|manages unit based patient valuable program|report unresolved loss operation coordinator|basic familiarity computer|ability navigate basic level web based|monitored supervisor manager|team ability collaboratively small team improve operation immediate group offering idea identifying issue respecting team member
140888625,production coordinator,planning purchasing production shipping expedite product flow organization|clerical office role|excellent verbal written communication|ability adapt changing organizational operational|ability communicate effectively level organization|external dean food
140891344,service manager,supervises team technician ensure service production sale goal met|maintains positive morale personnel actively promotes teamwork|prepares schedule assigns monitor service personnel efficiency|prepares composite report individual report subordinate|ensures safe workplace provided ongoing training adherence policy|physical demand working condition|noise level moderate loud|adverse condition subject outdoor weather condition extreme cold extreme heat wet condition subject exposure animal insect regularly exposed chemical appropriate safety equipment occasionally near mechanical moving|trugreen committed diversity inclusion encourage diverse|having trouble searching site trugreen optimized search
140970553,demo excellence consultant netsuite demo excellence organization,comparable pre sale professional consulting supporting sale implementation financial management srp erp|project accounting management|crm sale force marketing automation|demo excellence consultant demo excellence organization|collaborate closely pre sale community product management marketing support win new business|oracle pbcs hyperion essbase|product knowledge following module|ability assimilate complex concept clearly articulate business solution|product knowledge enterprise software following module|solid presentation interpersonal|demo excellence consultant netsuite demo excellence organization
140819008,2019 it clinical bioinformatics intern,developing genome wide dna methylation pipeline develop house basic dna methylation analysis pipeline microarray ng based method based published open source method data|hybrid premise cloud workflow develop workflow seamlessly integrates result analysis carried cloud generated house|pursuing ph computer science discipline|enjoy solving problem inquisitive analytical engaged motivated|able independently larger team|ability big picture towards goal|programming python java perl|familiar public resource ncbi|cloud computing amazon aws google cloud microsoft azure desirable
140970225,applications sales representative corporate oracle netsuite,develop solution proposal encompassing aspect|participate development presentation sale value proposition|negotiate pricing contractual agreement close sale|leading contributor individually team member providing|non routine complex involving advanced technical business area specialization|successful sale track record|oracle knowledge knowledge oracle competitor|interaction level player|sale representative corporate oracle netsuite
140890706,cna hha assisted living facility,valued member health care enjoy
140936246,senior software engineer in test remote option,join engineering pm team solid life balance great flexibility|rewarding help identify manage genetic disease|passionate bright uplifting extra mile colleague group|closely developer phase sdlc build quality development process|familiarity scripting language preferably python ruby shell|implementing continuous integration preferably bamboo|command shell scripting|healthy catered lunch|game room tv|organized sport league|commuter fsa program
140932887,vp of engineering,directly manage current team engineer group meeting ensure productivity growth satisfaction|recruit hire coordinate training new team member|routine professional development enhance coding security efficiency|sprint ensure timely high quality release aligned expectation|spearhead end sprint retrospective technique continually improve internal process|correctly utilize anticipate technology|proven ability motivate inspire|deep net working knowledge java python language come handy|familiarity sql server|working agile methodology inside microsoft devops platform|join learn impactful email|role vp engineering|ideal extremely personable combine engineer project manager motivator collaborator|keyword vp engineering
140979524,storage solutions storwize technical sales,sale team deliver effective proof concept poc proof technology pot support critical situation|commercial enterprise client team progress deal
140970809,global account manager,responsible maintaining high level client satisfaction liaison client oracle internal operation|identify product expansion sell opportunity|provide input csm methodology|act newer csms voluntary basis|leading contributor individually team member providing|non routine complex involving advanced technical business area specialization|oracle hospitality software|software sale professional hospitality domain|enjoy working high performance team solve tough technical analytical challenge|join help realize vision|global account manager
140868330,driver dedicated truck driver class a cdl,reason trucker choose schneider dedicated|won unpleasant surprise friend love knowing count home|familiarityhit road same feel like home road|great dedicated account know shipper receiver|schneider verify confirm eligibility newly hired
140891077,account manager,ensure brand package sold align account consumer demographic|sell incremental display equipment placement promotional program|maintain appropriate inventory level asset promotional ad signage point sale display|communicate collaborate account activity appropriate business partner|utilize sale force automation tool|periodic lifting pound bending reaching kneeling light merchandising|excellent planning organization
140980674,nursing assistant transplant 6 central 32 hrs nights,taking recording vital sign|reporting unusual observation reaction patient nurse|collecting specimen analysis measuring recording intake output|performing basic clinical procedure independently supervision
140946962,pharmacy technician supervisor,serve hiring manager technician coordinate maintains scheduling payroll training ongoing competency monitoring development evaluation pharmacy personnel|ensures appropriate coverage assigned area shift|authority support daily activity|responsibility undertake following action hiring termination corrective action performance review|report indirect report|advanced microsoft outlook word excel powerpoint access web based|produce complex document perform analysis maintain database|decision making ability decision guided precedent policy objective|regularly decision recommendation issue affecting department functional area|independence action ability set goal priority functional area|recommendation department policy practice program|manager director provides broad guidance overall|team ability act team leader small project group creating collaborative respectful team environment improving workflow|result impact operation department
140870384,administrative assistant ii clinical practice,answer screen telephone|accurate message directs appropriate person|schedule patient appointment utilizing scheduling tool resource|obtains patient information material referral source|prepares patient record clinical activity maintains patient record physician|handle confidential information appropriately explains policy procedure necessary|collect payment patient point service|type correspondence manuscript document|independence action ability follow precedent procedure|set priority organize general guideline|progress monitored supervisor manager|team ability collaboratively small team improve operation immediate group offering idea identifying issue respecting team member
140910975,overnight houseperson,source meet appropriate objective|maintain warm friendly demeanor|end shift turn key sheet housekeeping office|maintain hotel equipment proper working order|complete special project assigned housekeeping manager|dolce hotel boutique hotel hawthorn suite howard inn suite microtel ramada encore ramada super trademark tryp wingate hotel|headquartered parsippany office globe london shanghai buenos aire dubai hotel resort employ approximately team member worldwide
140925697,equipment technician respiratory 85111,patient care setting patient care equipment patient care
140886045,nurse aide certified nurse aide watkins 2,working long care facility|collect basic health data directed nurse|personal hygiene toileting nutrition ambulation|appropriately prioritizes patient care|maintains clean safe environment identifies remove safety hazard|provides timely thorough information assigned patient nurse health care team member|proactively identifies risk patient safety identifies opportunity reduce medical health care error|appropriate reporting error incident|obtains weight assigned patient care plan|provides incontinent care patient|maintains document fluid intake output measurement vital sign patient care plan|maintains infection control precaution infection control policy|maintains unit food inventory daily basis|act vital member patient care delivery team performing delegated nursing environmental service food service enhance satisfaction level hospitalized patient|facility heywood hospital|department hh watkins|nurse aide nurse aide watkins
140652567,client service officer spanish,finra series consider finra series commitment series specified frame|ability independently set appropriate priority meet deadline|database record maintenance reporting|coaching influencing achieve goal|maintains appropriate sale|preparation presentation material|self motivator creative thinker|thorough knowledge departmental bank product service|creates good working environment team towards shared goal contributing idea accepting change|organizes prioritizes workload task oneself team member actively plan ahead routine cyclical|information data effectively support present rational case
131153439,lif 2nd class fireman,monitor inspect equipment computer terminal switch valve gauge alarm safety device meter detect leak malfunction ensure equipment operating efficiently safely|switch automatic manual control isolate equipment mechanically electrically allow safe inspection repair|encouraged bring idea light possible usage factory function|pose threat health safety property|performs individual management|yr working manufacturing environment|knowledge machine tool design repair maintenance|universal safe handling refrigerant|prior kaizen lean manufacturing|troubleshooting determining cause operating error deciding|equipment selection determining kind tool equipment|operation monitoring watching gauge dial indicator sure machine working properly|able team lift upwards lb|technical role competency|equipment maintenance performing routine maintenance equipment determining kind maintenance
140888992,housekeeper janitor,remove garbage recycling daily|handle emergency cleaning prompt manner|ability communicate clearly
140967836,director real world investigator cambridge ma,role taking role range activity|provide innovative thinking design clinical epidemiological outcome research program commercialization|identify validate external data source|doctoral epidemiology public health outcome research|able effectively engage consult recognized key external scientific expert|knowledge support pharmaceutical development regulatory approval patient access international level|excellent written verbal communication negotiation collaboration interpersonal|good problem solving conflict resolution|dedicated team player|high level interactive communication challenge conventional thinking necessary|proven teamwork collaboration|developed cultural sensitivity
140977839,iam azure mfa consultants,global leader consulting technology|identity access management azure mfaintegrator iam adam security|design high value asset identification program|preparing facilitating documenting andactively participating client meeting workshop
140913959,chief engineer digital health,define implement manage technical portion external partner providing novel emerging technology sensor data analytics proof concept support|accountable design development implementation physical novel emerging technology algorithm verification calibration|development recommended usage guideline verified novel emerging technology|collaborate privacy legal cybersecurity regulatory legal compliance team appropriately verified novel emerging technology data output|act technology interface technical partner|working knowledge data processing visualization tool analyze complex data set|excellent communication interpersonal team building effective coaching feedback|excellent self management organizational|able anticipate recognize problem diagnose root cause solve unique complex problem|scientific engineering discipline|development modeling analytics technical innovation
137639998,watson fss portfolio seller sales representative north america,achieve agreed sale target outcome schedule|coordinate sale effort team member department|continuously improve feedback|software sale preferably financial risk management|familiarity brm crm tool practice|selling communication negotiation|prioritizing planning management organizational|communication presentation ability create deliver presentation tailored audience|analytical numerical eye detail|relationship management ability build productive business professional relationship openness feedback|ibm leading provider enterprise risk solution financial organization ibm risk analytics software service help risk aware business decision maximize shareholder value meet regulatory supported global team risk expert based major financial centre ibm algorithmics offer proven award winning solution market credit capital management
140946114,audit associate boston ma,team based environment perform audit task|contribute integrity transparency financial information|targeted graduation summer
140979475,it specialist,person function technical network high priority project|advanced network routing switching mpls technology lan wan vpn advanced routing protocol
140883684,director innovation and entrepreneurship wentworth institute of technology,provide thought innovation maker culture amplified campus articulating accelerate vision|exercise shared governance innovation experiential learning activity|serve liaison workshop leader speaker judge cultivate solid network speaker judge|maintain evolve database workshop leader speaker judge alumnus|accelerate operational budget|develop engagement opportunity external partner alumnus|accelerate brand visibility communication
140870144,fulfillment expert,meet pick pack productivity expectation inf goal|monitor communicate leader supply|target merchandise discount|monitor communicate leader supply
140890694,cna hha assisted living facility,valued member health care enjoy
